,公司代码,公司名称,年份,募投项目是否延期
533,000628,高新发展,2014,0
534,000629,攀钢钒钛,2014,0
535,000629,攀钢钒钛,2014,0
536,000629,攀钢钒钛,2014,0
537,000630,铜陵有色,2014,0
538,000630,铜陵有色,2014,0
539,000630,铜陵有色,2014,0
540,000632,三木集团,2014,0
541,000632,三木集团,2014,0
542,000632,三木集团,2014,0
543,000633,合金投资,2014,0
544,000633,合金投资,2014,0
545,000633,合金投资,2014,0
546,000635,英力特,2014,0
547,000635,英力特,2014,0
548,000635,英力特,2014,0
549,000636,风华高科,2014,0
550,000636,风华高科,2014,0
551,000636,风华高科,2014,0
552,000637,茂化实华,2014,0
553,000637,茂化实华,2014,0
554,000637,茂化实华,2014,0
555,000638,万方发展,2014,0
556,000638,万方发展,2014,0
557,000638,万方发展,2014,0
558,000639,西王食品,2014,0
559,000639,西王食品,2014,0
560,000639,西王食品,2014,0
561,000650,仁和药业,2014,0
562,000650,仁和药业,2014,0
563,000650,仁和药业,2014,0
564,000651,格力电器,2014,0
565,000651,格力电器,2014,0
566,000651,格力电器,2014,0
567,000652,泰达股份,2014,0
568,000652,泰达股份,2014,0
569,000652,泰达股份,2014,0
570,000655,金岭矿业,2014,0
571,000655,金岭矿业,2014,0
572,000655,金岭矿业,2014,0
573,000657,中钨高新,2014,0
574,000657,中钨高新,2014,0
575,000657,中钨高新,2014,0
576,000659,ST中富,2014,0
577,000659,ST中富,2014,0
578,000659,ST中富,2014,0
579,000661,长春高新,2014,0
580,000661,长春高新,2014,0
581,000661,长春高新,2014,0
582,000662,索芙特,2014,0
583,000662,索芙特,2014,0
584,000662,索芙特,2014,0
585,000663,永安林业,2014,0
586,000663,永安林业,2014,0
587,000663,永安林业,2014,0
588,000665,湖北广电,2014,0
589,000665,湖北广电,2014,0
590,000665,湖北广电,2014,0
591,000666,经纬纺机,2014,0
592,000666,经纬纺机,2014,0
593,000666,经纬纺机,2014,0
594,000669,金鸿能源,2014,0
595,000669,金鸿能源,2014,0
596,000669,金鸿能源,2014,0
597,000670,盈方微,2014,0
598,000670,盈方微,2014,0
599,000670,盈方微,2014,0
600,000672,上峰水泥,2014,0
601,000672,上峰水泥,2014,0
602,000673,当代东方,2014,0
603,000673,当代东方,2014,0
604,000676,智度投资,2014,0
605,000676,智度投资,2014,0
606,000677,恒天海龙,2014,0
607,000677,恒天海龙,2014,0
608,000678,襄阳轴承,2014,0
609,000678,襄阳轴承,2014,0
610,000679,大连友谊,2014,0
611,000679,大连友谊,2014,0
612,000680,山推股份,2014,0
613,000680,山推股份,2014,0
614,000681,视觉中国,2014,0
615,000681,视觉中国,2014,0
616,000682,东方电子,2014,0
617,000682,东方电子,2014,0
618,000683,远兴能源,2014,0
619,000683,远兴能源,2014,0
620,000685,中山公用,2014,0
621,000685,中山公用,2014,0
622,000686,东北证券,2014,0
623,000686,东北证券,2014,0
624,000687,恒天天鹅,2014,0
625,000687,恒天天鹅,2014,0
626,000688,建新矿业,2014,0
627,000688,建新矿业,2014,0
628,000690,宝新能源,2014,0
629,000690,宝新能源,2014,0
630,000692,惠天热电,2014,0
631,000692,惠天热电,2014,0
632,000693,华泽钴镍,2014,0
633,000693,华泽钴镍,2014,0
634,000695,滨海能源,2014,0
635,000695,滨海能源,2014,0
636,000697,炼石有色,2014,0
637,000697,炼石有色,2014,0
638,000698,沈阳化工,2014,0
639,000698,沈阳化工,2014,0
640,000700,模塑科技,2014,0
641,000700,模塑科技,2014,0
642,000701,厦门信达,2014,0
643,000701,厦门信达,2014,0
644,000702,正虹科技,2014,0
645,000702,正虹科技,2014,0
646,000703,恒逸石化,2014,0
647,000703,恒逸石化,2014,0
