date,open,close,high,low,volume,mv10,mv20,vol10,vol20,rsi5,rsi14,macd.macd1,signal.macd1,macd.macd2,signal.macd2,dn,mavg,up,pctB,Direction,ret,ret_cur,ret_lag1,ret_lag2
2006-4-28,1143.59,1172.35,1173.88,1133.19,40801900,1144.545,1124.5665,14.02080617,24.75280447,80.06222453,69.97065297,2.670407477,3.023732666,2.280936064,2.454650016,1076.314401,1124.5665,1172.818599,0.995144264,2,0.039314198,0.014784423,-0.000398017,0.012084804
2006-5-8,1179.58,1218.44,1218.86,1179.58,44912800,1153.948,1131.5225,25.69075874,30.29555706,98.42710997,76.87439968,2.978134134,2.990841249,2.713442666,2.474186608,1072.465587,1131.5225,1190.579413,1.235879136,2,0.027223335,0.039314198,0.014784423,-0.000398017
2006-5-9,1226.31,1251.61,1252.76,1222.68,55993900,1165.981,1139.6345,38.75311155,38.91061166,99.5840868,82.98842683,3.256508616,2.98738888,3.266567357,2.623789043,1063.783754,1139.6345,1215.485246,1.238130513,2,0.011441264,0.027223335,0.039314198,0.014784423
2006-5-10,1257.98,1265.93,1273.68,1243.47,55667000,1178.75,1147.9325,48.42634591,46.88553978,99.58603312,94.079959,3.561988739,3.022367188,4.053654225,2.933710113,1056.535757,1147.9325,1239.329243,1.145523551,-1,-0.008602371,0.011441264,0.027223335,0.039314198
2006-5-11,1267.22,1255.04,1294.87,1254.35,61133700,1190.816,1155.5225,51.10075281,51.34468556,91.04072398,87.62340742,3.804015914,3.091673426,4.768560172,3.416632097,1055.433282,1155.5225,1255.611718,0.997143957,2,0.032843575,-0.008602371,0.011441264,0.027223335
2006-5-12,1255.23,1296.26,1296.38,1252.68,54920300,1205.526,1165.178,58.42464876,58.61958067,92.52522479,89.64610345,4.114317503,3.209931079,5.623346819,4.085114248,1050.907401,1165.178,1279.448599,1.073559606,2,0.043124065,0.032843575,-0.008602371,0.011441264
2006-5-15,1312.14,1352.16,1352.41,1301.8,73534000,1226.472,1176.8905,69.83156781,70.81227997,92.99678457,91.55629139,4.674579065,3.399580929,6.962129685,4.934851652,1038.851954,1176.8905,1314.929046,1.134857093,-2,-0.015552893,0.043124065,0.032843575,-0.008602371
2006-5-16,1368.13,1331.13,1387.4,1322.14,79658200,1245.392,1187.2815,70.01135936,77.47077434,77.734375,84.46556838,5.104717901,3.651184766,7.936491893,5.868836559,1036.263159,1187.2815,1338.299841,0.976261688,1,0.00329795,-0.015552893,0.043124065,0.032843575
2006-5-17,1331.69,1335.52,1356.13,1306.87,61823300,1263.371,1198.204,67.46657748,82.2997329,76.07734393,85.87173634,5.624038825,3.976523131,8.348471069,6.727799928,1037.772286,1198.204,1358.635714,0.927957778,-1,-0.003234695,0.00329795,-0.015552893,0.043124065
2006-5-18,1322.65,1331.2,1340.52,1301.11,52056400,1280.964,1210.0675,58.48595486,83.56897277,80.01734195,83.72360133,6.161468345,4.364418783,8.225839822,7.419255858,1047.161582,1210.0675,1372.973418,0.871786677,2,0.026216947,-0.003234695,0.00329795,-0.015552893
2006-5-19,1334.07,1366.1,1371.22,1329.32,67123900,1300.339,1222.442,49.98076685,87.54270919,78.96963664,87.44050412,6.729365569,4.781222275,8.300902152,7.954766924,1051.789843,1222.442,1393.094157,0.920908833,1,0.005541322,0.026216947,-0.003234695,0.00329795
2006-5-22,1366.32,1373.67,1387.57,1360.35,66262200,1315.862,1234.905,45.63508343,90.54335987,64.89405899,87.97273383,7.3169925,5.232387151,8.580243593,8.278389706,1058.403498,1234.905,1411.406502,0.893098639,-2,-0.040781265,0.005541322,0.026216947,-0.003234695
2006-5-23,1365.1,1317.65,1365.1,1316.55,56872400,1322.466,1244.2235,39.69578321,88.89254479,43.71268657,73.30723169,7.634978926,5.684941617,8.012633697,8.293618067,1070.940029,1244.2235,1417.506971,0.71186816,-1,-0.007141502,-0.040781265,0.005541322,0.026216947
