"授权公告号","申请号","法律状态公告日","法律状态","法律状态信息"
"205840114U","201620323127.1","2016.12.28","授权","授权"
"","201620323451.3","2016.12.28","实用新型专利公报更正","实用新型专利公报更正"
"","201620323451.3","2016.12.28","实用新型专利更正","实用新型专利更正"
"205842586U","201620323553.5","2016.12.28","授权","授权"
"205838370U","201620323836.X","2016.12.28","授权","授权"
"205833318U","201620324492.4","2016.12.28","授权","授权"
"205833319U","201620324493.9","2016.12.28","授权","授权"
"205833320U","201620324495.8","2016.12.28","授权","授权"
"205836704U","201620324528.9","2016.12.28","授权","授权"
"205833321U","201620324534.4","2016.12.28","授权","授权"
"205833322U","201620324551.8","2016.12.28","授权","授权"
"205833323U","201620324552.2","2016.12.28","授权","授权"
"205833324U","201620324555.6","2016.12.28","授权","授权"
"205845343U","201620325076.6","2016.12.28","授权","授权"
"","201620325231.4","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620325231.4","2016.12.28","著录事项变更","著录事项变更"
"205831429U","201620325248.X","2016.12.28","授权","授权"
"205836207U","201620325691.7","2016.12.28","授权","授权"
"","201620325754.9","2016.12.28","著录事项变更","著录事项变更"
"205836208U","201620325857.5","2016.12.28","授权","授权"
"","201620326063.0","2016.12.28","著录事项变更","著录事项变更"
"205847627U","201620326098.4","2016.12.28","授权","授权"
"205831099U","201620326707.6","2016.12.28","授权","授权"
"","201620327211.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205840958U","201620327513.8","2016.12.28","授权","授权"
"205831764U","201620327838.6","2016.12.28","授权","授权"
"205842322U","201620328118.1","2016.12.28","授权","授权"
"205845355U","201620328204.2","2016.12.28","授权","授权"
"205841997U","201620328264.4","2016.12.28","授权","授权"
"205844068U","201620328390.X","2016.12.28","授权","授权"
"205835779U","201620328447.6","2016.12.28","授权","授权"
"205845356U","201620328688.0","2016.12.28","授权","授权"
"205841861U","201620328873.X","2016.12.28","授权","授权"
"205831469U","201620329088.6","2016.12.28","授权","授权"
"205836580U","201620329141.2","2016.12.28","授权","授权"
"205843934U","201620329224.1","2016.12.28","授权","授权"
"205837945U","201620329235.X","2016.12.28","授权","授权"
"205846094U","201620329243.4","2016.12.28","授权","授权"
"205835297U","201620329252.3","2016.12.28","授权","授权"
"205837879U","201620329254.2","2016.12.28","授权","授权"
"205833644U","201620329265.0","2016.12.28","授权","授权"
"205837782U","201620329270.1","2016.12.28","授权","授权"
"205831477U","201620329370.4","2016.12.28","授权","授权"
"205831116U","201620329453.3","2016.12.28","授权","授权"
"205836137U","201620329460.3","2016.12.28","授权","授权"
"","201620329509.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620329509.5","2016.12.28","著录事项变更","著录事项变更"
"205836142U","201620329516.5","2016.12.28","授权","授权"
"205840163U","201620330201.2","2016.12.28","授权","授权"
"205832001U","201620330823.5","2016.12.28","授权","授权"
"205847230U","201620330862.5","2016.12.28","授权","授权"
"205843798U","201620330909.8","2016.12.28","授权","授权"
"205832308U","201620331085.6","2016.12.28","授权","授权"
"","201620331326.7","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205832748U","201620331450.3","2016.12.28","授权","授权"
"205845163U","201620331633.5","2016.12.28","授权","授权"
"205847751U","201620331722.X","2016.12.28","授权","授权"
"205831616U","201620332150.7","2016.12.28","授权","授权"
"205834329U","201620332333.9","2016.12.28","授权","授权"
"205831735U","201620332438.4","2016.12.28","授权","授权"
"205841920U","201620332704.3","2016.12.28","授权","授权"
"","201620332714.7","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620332762.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205847616U","201620332789.5","2016.12.28","授权","授权"
"205834120U","201620332879.4","2016.12.28","授权","授权"
"205831476U","201620332926.5","2016.12.28","授权","授权"
"","201620333183.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620333183.3","2016.12.28","著录事项变更","著录事项变更"
"","201620333280.2","2016.12.28","著录事项变更","著录事项变更"
"205831819U","201620333389.6","2016.12.28","授权","授权"
"205831989U","201620333434.8","2016.12.28","授权","授权"
"205832116U","201620333510.5","2016.12.28","授权","授权"
"205832117U","201620333530.2","2016.12.28","授权","授权"
"205832118U","201620333582.X","2016.12.28","授权","授权"
"205835080U","201620333813.7","2016.12.28","授权","授权"
"","201620333882.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620333882.8","2016.12.28","著录事项变更","著录事项变更"
"205831451U","201620333900.2","2016.12.28","授权","授权"
"205831062U","201620333942.6","2016.12.28","授权","授权"
"205843958U","201620334083.2","2016.12.28","授权","授权"
"205832887U","201620334095.5","2016.12.28","授权","授权"
"","201620334210.9","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620334210.9","2016.12.28","著录事项变更","著录事项变更"
"205837391U","201620334378.X","2016.12.28","授权","授权"
"205831545U","201620334728.2","2016.12.28","授权","授权"
"205847202U","201620334830.2","2016.12.28","授权","授权"
"205847203U","201620334837.4","2016.12.28","授权","授权"
"205832262U","201620334961.0","2016.12.28","授权","授权"
"205844139U","201620335016.2","2016.12.28","授权","授权"
"205842937U","201620335121.6","2016.12.28","授权","授权"
"205844725U","201620335267.0","2016.12.28","授权","授权"
"205835642U","201620335279.3","2016.12.28","授权","授权"
"205835687U","201620335303.3","2016.12.28","授权","授权"
"205839540U","201620335781.4","2016.12.28","授权","授权"
"205831530U","201620336035.7","2016.12.28","授权","授权"
"205847725U","201620336555.8","2016.12.28","授权","授权"
"205845344U","201620336556.2","2016.12.28","授权","授权"
"205845902U","201620336739.4","2016.12.28","授权","授权"
"205831063U","201620336787.3","2016.12.28","授权","授权"
"205831652U","201620336908.4","2016.12.28","授权","授权"
"205831455U","201620337122.4","2016.12.28","授权","授权"
"205844757U","201620337152.5","2016.12.28","授权","授权"
"205846169U","201620337603.5","2016.12.28","授权","授权"
"","201620337864.7","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205833107U","201620338045.4","2016.12.28","授权","授权"
"205832151U","201620338210.6","2016.12.28","授权","授权"
"205845377U","201620338293.9","2016.12.28","授权","授权"
"205842161U","201620338298.1","2016.12.28","授权","授权"
"","201620338397.X","2016.12.28","著录事项变更","著录事项变更"
"205844910U","201620338542.4","2016.12.28","授权","授权"
"205831064U","201620338544.3","2016.12.28","授权","授权"
"205831478U","201620338796.6","2016.12.28","授权","授权"
"205831065U","201620338864.9","2016.12.28","授权","授权"
"205835962U","201620338892.0","2016.12.28","授权","授权"
"205831066U","201620339170.7","2016.12.28","授权","授权"
"205845347U","201620339358.1","2016.12.28","授权","授权"
"205832236U","201620339433.4","2016.12.28","授权","授权"
"205836093U","201620339642.9","2016.12.28","授权","授权"
"","201620339735.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205831706U","201620339752.5","2016.12.28","授权","授权"
"205831067U","201620339876.3","2016.12.28","授权","授权"
"205835862U","201620340103.7","2016.12.28","授权","授权"
"205842562U","201620340233.0","2016.12.28","授权","授权"
"205834470U","201620340792.1","2016.12.28","授权","授权"
"205830654U","201620340973.4","2016.12.28","授权","授权"
"205831964U","201620340985.7","2016.12.28","授权","授权"
"205832269U","201620341001.7","2016.12.28","授权","授权"
"205832771U","201620341077.X","2016.12.28","授权","授权"
"205843452U","201620341255.9","2016.12.28","授权","授权"
"205846616U","201620341810.8","2016.12.28","授权","授权"
"205840087U","201620342085.6","2016.12.28","授权","授权"
"205840088U","201620342105.X","2016.12.28","授权","授权"
"205832368U","201620342268.8","2016.12.28","授权","授权"
"205832142U","201620342269.2","2016.12.28","授权","授权"
"205841831U","201620342503.1","2016.12.28","授权","授权"
"205831641U","201620342522.4","2016.12.28","授权","授权"
"","201620342690.3","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205831351U","201620343036.4","2016.12.28","授权","授权"
"205841199U","201620343286.8","2016.12.28","授权","授权"
"205834232U","201620343296.1","2016.12.28","授权","授权"
"205834233U","201620343297.6","2016.12.28","授权","授权"
"205835164U","201620343366.3","2016.12.28","授权","授权"
"205835210U","201620343371.4","2016.12.28","授权","授权"
"205847340U","201620343732.5","2016.12.28","授权","授权"
"205847341U","201620343733.X","2016.12.28","授权","授权"
"","201620343766.4","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205839411U","201620343771.5","2016.12.28","授权","授权"
"205837600U","201620344056.3","2016.12.28","授权","授权"
"205838216U","201620344594.2","2016.12.28","授权","授权"
"205844524U","201620344781.0","2016.12.28","授权","授权"
"205847542U","201620344889.X","2016.12.28","授权","授权"
"205832052U","201620345139.4","2016.12.28","授权","授权"
"205831792U","201620345167.6","2016.12.28","授权","授权"
"205845350U","201620345537.6","2016.12.28","授权","授权"
"","201620345643.4","2016.12.28","实用新型专利公报更正","实用新型专利公报更正"
"","201620345643.4","2016.12.28","实用新型专利更正","实用新型专利更正"
"205831630U","201620345946.6","2016.12.28","授权","授权"
"205831637U","201620345950.2","2016.12.28","授权","授权"
"205830713U","201620346076.4","2016.12.28","授权","授权"
"205831577U","201620346158.9","2016.12.28","授权","授权"
"205832237U","201620346354.6","2016.12.28","授权","授权"
"205845935U","201620346469.5","2016.12.28","授权","授权"
"205841822U","201620346520.2","2016.12.28","授权","授权"
"205841138U","201620346551.8","2016.12.28","授权","授权"
"205831662U","201620346613.5","2016.12.28","授权","授权"
"205831572U","201620346630.9","2016.12.28","授权","授权"
"205831663U","201620346638.5","2016.12.28","授权","授权"
"","201620347060.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620347060.5","2016.12.28","著录事项变更","著录事项变更"
"205847806U","201620347119.0","2016.12.28","授权","授权"
"205837592U","201620347167.X","2016.12.28","授权","授权"
"205847376U","201620347415.0","2016.12.28","授权","授权"
"205842590U","201620347570.2","2016.12.28","授权","授权"
"205831280U","201620347686.6","2016.12.28","授权","授权"
"205832053U","201620347699.3","2016.12.28","授权","授权"
"205838963U","201620347866.4","2016.12.28","授权","授权"
"","201620348011.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620348011.3","2016.12.28","著录事项变更","著录事项变更"
"205845385U","201620348060.7","2016.12.28","授权","授权"
"205845359U","201620348106.5","2016.12.28","授权","授权"
"205844106U","201620348213.8","2016.12.28","授权","授权"
"205842842U","201620348261.7","2016.12.28","授权","授权"
"205832144U","201620348280.X","2016.12.28","授权","授权"
"205831532U","201620348346.5","2016.12.28","授权","授权"
"205841621U","201620348377.0","2016.12.28","授权","授权"
"205832386U","201620348439.8","2016.12.28","授权","授权"
"205831508U","201620348534.8","2016.12.28","授权","授权"
"205846353U","201620348741.3","2016.12.28","授权","授权"
"205831015U","201620348758.9","2016.12.28","授权","授权"
"205839973U","201620349047.3","2016.12.28","授权","授权"
"205832321U","201620349162.0","2016.12.28","授权","授权"
"205831683U","201620349336.3","2016.12.28","授权","授权"
"205831631U","201620349870.4","2016.12.28","授权","授权"
"205831659U","201620349912.4","2016.12.28","授权","授权"
"","201620349989.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
