授权公告号,申请号,法律状态公告日,法律状态,法律状态信息
205839780U,2.01621E+11,2016.12.28,授权,授权
205838679U,201620626936.X,2016.12.28,授权,授权
205847081U,2.01621E+11,2016.12.28,授权,授权
205847082U,2.01621E+11,2016.12.28,授权,授权
205832110U,2.01621E+11,2016.12.28,授权,授权
205843316U,2.01621E+11,2016.12.28,授权,授权
205846572U,2.01621E+11,2016.12.28,授权,授权
205837464U,2.01621E+11,2016.12.28,授权,授权
205847099U,2.01621E+11,2016.12.28,授权,授权
205837405U,2.01621E+11,2016.12.28,授权,授权
205838618U,2.01621E+11,2016.12.28,授权,授权
205838656U,2.01621E+11,2016.12.28,授权,授权
205845192U,2.01621E+11,2016.12.28,授权,授权
205835675U,2.01621E+11,2016.12.28,授权,授权
205838570U,2.01621E+11,2016.12.28,授权,授权
205844633U,2.01621E+11,2016.12.28,授权,授权
205843317U,2.01621E+11,2016.12.28,授权,授权
205845333U,2.01621E+11,2016.12.28,授权,授权
205845630U,2.01621E+11,2016.12.28,授权,授权
205847499U,2.01621E+11,2016.12.28,授权,授权
205836676U,201620627489.X,2016.12.28,授权,授权
205846409U,2.01621E+11,2016.12.28,授权,授权
205843882U,2.01621E+11,2016.12.28,授权,授权
205841255U,2.01621E+11,2016.12.28,授权,授权
205835185U,2.01621E+11,2016.12.28,授权,授权
205837396U,2.01621E+11,2016.12.28,授权,授权
205834987U,2.01621E+11,2016.12.28,授权,授权
205837406U,2.01621E+11,2016.12.28,授权,授权
205830730U,2.01621E+11,2016.12.28,授权,授权
205833080U,2.01621E+11,2016.12.28,授权,授权
205843491U,2.01621E+11,2016.12.28,授权,授权
205841299U,2.01621E+11,2016.12.28,授权,授权
205845741U,2.01621E+11,2016.12.28,授权,授权
205835703U,2.01621E+11,2016.12.28,授权,授权
205831137U,2.01621E+11,2016.12.28,授权,授权
205838700U,2.01621E+11,2016.12.28,授权,授权
205833024U,2.01621E+11,2016.12.28,授权,授权
205831929U,2.01621E+11,2016.12.28,授权,授权
205839426U,2.01621E+11,2016.12.28,授权,授权
205846250U,2.01621E+11,2016.12.28,授权,授权
205831871U,2.01621E+11,2016.12.28,授权,授权
205846182U,2.01621E+11,2016.12.28,授权,授权
205846274U,2.01621E+11,2016.12.28,授权,授权
205846231U,2.01621E+11,2016.12.28,授权,授权
205835209U,2.01621E+11,2016.12.28,授权,授权
205846618U,2.01621E+11,2016.12.28,授权,授权
205832255U,2.01621E+11,2016.12.28,授权,授权
205831367U,2.01621E+11,2016.12.28,授权,授权
205846640U,201620628066.X,2016.12.28,授权,授权
205830710U,201620628108.X,2016.12.28,授权,授权
205833841U,2.01621E+11,2016.12.28,授权,授权
205835891U,2.01621E+11,2016.12.28,授权,授权
205833844U,2.01621E+11,2016.12.28,授权,授权
205833845U,2.01621E+11,2016.12.28,授权,授权
205843479U,201620628154.X,2016.12.28,授权,授权
205837309U,2.01621E+11,2016.12.28,授权,授权
205843490U,2.01621E+11,2016.12.28,授权,授权
205837050U,2.01621E+11,2016.12.28,授权,授权
205833042U,2.01621E+11,2016.12.28,授权,授权
205838912U,201620628443.X,2016.12.28,授权,授权
205846236U,2.01621E+11,2016.12.28,授权,授权
205846244U,2.01621E+11,2016.12.28,授权,授权
205831263U,2.01621E+11,2016.12.28,授权,授权
205846243U,2.01621E+11,2016.12.28,授权,授权
205846217U,2.01621E+11,2016.12.28,授权,授权
205846184U,2.01621E+11,2016.12.28,授权,授权
205844151U,2.01621E+11,2016.12.28,授权,授权
205839069U,2.01621E+11,2016.12.28,授权,授权
205833857U,2.01621E+11,2016.12.28,授权,授权
205833843U,2.01621E+11,2016.12.28,授权,授权
205842633U,2.01621E+11,2016.12.28,授权,授权
205832320U,2.01621E+11,2016.12.28,授权,授权
205831833U,2.01621E+11,2016.12.28,授权,授权
205841536U,201620628757.X,2016.12.28,授权,授权
205841877U,2.01621E+11,2016.12.28,授权,授权
205841884U,2.01621E+11,2016.12.28,授权,授权
205840541U,2.01621E+11,2016.12.28,授权,授权
205841015U,2.01621E+11,2016.12.28,授权,授权
205840209U,2.01621E+11,2016.12.28,授权,授权
205832020U,2.01621E+11,2016.12.28,授权,授权
205839960U,2.01621E+11,2016.12.28,授权,授权
205835656U,2.01621E+11,2016.12.28,授权,授权
205831760U,2.01621E+11,2016.12.28,授权,授权
205832076U,2.01621E+11,2016.12.28,授权,授权
205831877U,201620629221.X,2016.12.28,授权,授权
205832582U,2.01621E+11,2016.12.28,授权,授权
205847543U,2.01621E+11,2016.12.28,授权,授权
205847596U,2.01621E+11,2016.12.28,授权,授权
205842054U,2.01621E+11,2016.12.28,授权,授权
205842174U,2.01621E+11,2016.12.28,授权,授权
205839544U,2.01621E+11,2016.12.28,授权,授权
205841341U,2.01621E+11,2016.12.28,授权,授权
205846282U,2.01621E+11,2016.12.28,授权,授权
205846724U,2.01621E+11,2016.12.28,授权,授权
205841484U,2.01621E+11,2016.12.28,授权,授权
205841516U,201620629503.X,2016.12.28,授权,授权
205832114U,2.01621E+11,2016.12.28,授权,授权
205832070U,2.01621E+11,2016.12.28,授权,授权
205835898U,2.01621E+11,2016.12.28,授权,授权
205845657U,2.01621E+11,2016.12.28,授权,授权
205845636U,2.01621E+11,2016.12.28,授权,授权
205845637U,2.01621E+11,2016.12.28,授权,授权
205842036U,2.01621E+11,2016.12.28,授权,授权
205832190U,2.01621E+11,2016.12.28,授权,授权
205839009U,2.01621E+11,2016.12.28,授权,授权
205843215U,2.01621E+11,2016.12.28,授权,授权
205832347U,2.01621E+11,2016.12.28,授权,授权
205832376U,2.01621E+11,2016.12.28,授权,授权
205847041U,2.01621E+11,2016.12.28,授权,授权
205841144U,2.01621E+11,2016.12.28,授权,授权
205830775U,2.01621E+11,2016.12.28,授权,授权
205840525U,2.01621E+11,2016.12.28,授权,授权
205846701U,2.01621E+11,2016.12.28,授权,授权
205831822U,2.01621E+11,2016.12.28,授权,授权
205831953U,201620630095.X,2016.12.28,授权,授权
205847500U,2.01621E+11,2016.12.28,授权,授权
205840196U,2.01621E+11,2016.12.28,授权,授权
205840542U,2.01621E+11,2016.12.28,授权,授权
205840328U,2.01621E+11,2016.12.28,授权,授权
205845732U,2.01621E+11,2016.12.28,授权,授权
205840925U,2.01621E+11,2016.12.28,授权,授权
205843347U,2.01621E+11,2016.12.28,授权,授权
205840815U,2.01621E+11,2016.12.28,授权,授权
205835676U,2.01621E+11,2016.12.28,授权,授权
205846770U,2.01621E+11,2016.12.28,授权,授权
205841456U,2.01621E+11,2016.12.28,授权,授权
205839151U,2.01621E+11,2016.12.28,授权,授权
205846304U,2.01621E+11,2016.12.28,授权,授权
205834486U,2.01621E+11,2016.12.28,授权,授权
205840886U,2.01621E+11,2016.12.28,授权,授权
205842556U,2.01621E+11,2016.12.28,授权,授权
205837064U,201620630909.X,2016.12.28,授权,授权
205844846U,2.01621E+11,2016.12.28,授权,授权
205840090U,201620630948.X,2016.12.28,授权,授权
205843229U,2.01621E+11,2016.12.28,授权,授权
205841935U,2.01621E+11,2016.12.28,授权,授权
205838487U,2.01621E+11,2016.12.28,授权,授权
205846850U,2.01621E+11,2016.12.28,授权,授权
205837318U,2.01621E+11,2016.12.28,授权,授权
205845963U,2.01621E+11,2016.12.28,授权,授权
205846436U,2.01621E+11,2016.12.28,授权,授权
205841145U,2.01621E+11,2016.12.28,授权,授权
205840631U,2.01621E+11,2016.12.28,授权,授权
205842041U,2.01621E+11,2016.12.28,授权,授权
205832936U,2.01621E+11,2016.12.28,授权,授权
205845232U,2.01621E+11,2016.12.28,授权,授权
205843222U,2.01621E+11,2016.12.28,授权,授权
205833418U,2.01621E+11,2016.12.28,授权,授权
205836946U,2.01621E+11,2016.12.28,授权,授权
205847042U,2.01621E+11,2016.12.28,授权,授权
205832864U,2.01621E+11,2016.12.28,授权,授权
205832207U,2.01621E+11,2016.12.28,授权,授权
205838832U,2.01621E+11,2016.12.28,授权,授权
205835278U,2.01621E+11,2016.12.28,授权,授权
205834399U,201620631532.X,2016.12.28,授权,授权
205847365U,2.01621E+11,2016.12.28,授权,授权
205834952U,2.01621E+11,2016.12.28,授权,授权
205845043U,201620631652.X,2016.12.28,授权,授权
205833383U,201620631733.X,2016.12.28,授权,授权
205836024U,2.01621E+11,2016.12.28,授权,授权
205841104U,2.01621E+11,2016.12.28,授权,授权
205836858U,2.01621E+11,2016.12.28,授权,授权
205837235U,2.01621E+11,2016.12.28,授权,授权
205844332U,2.01621E+11,2016.12.28,授权,授权
205840382U,2.01621E+11,2016.12.28,授权,授权
205839521U,2.01621E+11,2016.12.28,授权,授权
205845864U,2.01621E+11,2016.12.28,授权,授权
205834398U,2.01621E+11,2016.12.28,授权,授权
205832417U,2.01621E+11,2016.12.28,授权,授权
205843966U,2.01621E+11,2016.12.28,授权,授权
205840476U,2.01621E+11,2016.12.28,授权,授权
205831988U,2.01621E+11,2016.12.28,授权,授权
205838796U,2.01621E+11,2016.12.28,授权,授权
205838669U,2.01621E+11,2016.12.28,授权,授权
205845944U,2.01621E+11,2016.12.28,授权,授权
205832558U,2.01621E+11,2016.12.28,授权,授权
205847595U,2.01621E+11,2016.12.28,授权,授权
205833867U,2.01621E+11,2016.12.28,授权,授权
205841638U,2.01621E+11,2016.12.28,授权,授权
205836448U,2.01621E+11,2016.12.28,授权,授权
205837256U,201620632568.X,2016.12.28,授权,授权
205836447U,2.01621E+11,2016.12.28,授权,授权
205845474U,2.01621E+11,2016.12.28,授权,授权
205835892U,2.01621E+11,2016.12.28,授权,授权
205845649U,2.01621E+11,2016.12.28,授权,授权
205845650U,2.01621E+11,2016.12.28,授权,授权
205837229U,2.01621E+11,2016.12.28,授权,授权
205845298U,2.01621E+11,2016.12.28,授权,授权
205847501U,2.01621E+11,2016.12.28,授权,授权
205840230U,2.01621E+11,2016.12.28,授权,授权
205843270U,2.01621E+11,2016.12.28,授权,授权
205838904U,2.01621E+11,2016.12.28,授权,授权
205846511U,2.01621E+11,2016.12.28,授权,授权
205843271U,2.01621E+11,2016.12.28,授权,授权
205835986U,2.01621E+11,2016.12.28,授权,授权
205838509U,2.01621E+11,2016.12.28,授权,授权
205846048U,201620633106.X,2016.12.28,授权,授权
205835868U,2.01621E+11,2016.12.28,授权,授权
205847799U,2.01621E+11,2016.12.28,授权,授权
205843058U,2.01621E+11,2016.12.28,授权,授权
205844961U,2.01621E+11,2016.12.28,授权,授权
205833452U,2.01621E+11,2016.12.28,授权,授权
205845614U,2.01621E+11,2016.12.28,授权,授权
205830760U,2.01621E+11,2016.12.28,授权,授权
205837430U,2.01621E+11,2016.12.28,授权,授权
205839458U,2.01621E+11,2016.12.28,授权,授权
205834671U,2.01621E+11,2016.12.28,授权,授权
205843903U,2.01621E+11,2016.12.28,授权,授权
205832089U,2.01621E+11,2016.12.28,授权,授权
205836636U,2.01621E+11,2016.12.28,授权,授权
205841312U,2.01621E+11,2016.12.28,授权,授权
205832937U,2.01621E+11,2016.12.28,授权,授权
205843050U,2.01621E+11,2016.12.28,授权,授权
205830295U,2.01621E+11,2016.12.28,授权,授权
205839334U,201620633586.X,2016.12.28,授权,授权
205842662U,2.01621E+11,2016.12.28,授权,授权
205839152U,201620633635.X,2016.12.28,授权,授权
205839244U,2.01621E+11,2016.12.28,授权,授权
205844488U,2.01621E+11,2016.12.28,授权,授权
205845085U,201620633709.X,2016.12.28,授权,授权
205832323U,2.01621E+11,2016.12.28,授权,授权
205843398U,2.01621E+11,2016.12.28,授权,授权
205836735U,2.01621E+11,2016.12.28,授权,授权
205834688U,2.01621E+11,2016.12.28,授权,授权
205836977U,2.01621E+11,2016.12.28,授权,授权
205836966U,201620633970.X,2016.12.28,授权,授权
205840792U,2.01621E+11,2016.12.28,授权,授权
205843544U,2.01621E+11,2016.12.28,授权,授权
205831875U,201620634075.X,2016.12.28,授权,授权
205837386U,2.01621E+11,2016.12.28,授权,授权
,2.01621E+11,2016.12.28,专利申请权、专利权的转移,专利权的转移
205845109U,201620634163.X,2016.12.28,授权,授权
205836949U,2.01621E+11,2016.12.28,授权,授权
205846598U,2.01621E+11,2016.12.28,授权,授权
205838542U,2.01621E+11,2016.12.28,授权,授权
205840201U,2.01621E+11,2016.12.28,授权,授权
205839771U,2.01621E+11,2016.12.28,授权,授权
205837005U,201620634357.X,2016.12.28,授权,授权
205834075U,2.01621E+11,2016.12.28,授权,授权
205836975U,2.01621E+11,2016.12.28,授权,授权
205839529U,2.01621E+11,2016.12.28,授权,授权
205836936U,2.01621E+11,2016.12.28,授权,授权
205843189U,2.01621E+11,2016.12.28,授权,授权
205836954U,2.01621E+11,2016.12.28,授权,授权
205839096U,2.01621E+11,2016.12.28,授权,授权
205837260U,2.01621E+11,2016.12.28,授权,授权
205832590U,2.01621E+11,2016.12.28,授权,授权
205837465U,2.01621E+11,2016.12.28,授权,授权
205834950U,2.01621E+11,2016.12.28,授权,授权
205837407U,2.01621E+11,2016.12.28,授权,授权
205837408U,2.01621E+11,2016.12.28,授权,授权
205842345U,2.01621E+11,2016.12.28,授权,授权
205833271U,2.01621E+11,2016.12.28,授权,授权
205832714U,2.01621E+11,2016.12.28,授权,授权
205839876U,2.01621E+11,2016.12.28,授权,授权
205837409U,2.01621E+11,2016.12.28,授权,授权
205835411U,2.01621E+11,2016.12.28,授权,授权
205830267U,2.01621E+11,2016.12.28,授权,授权
205838284U,2.01621E+11,2016.12.28,授权,授权
205839710U,2.01621E+11,2016.12.28,授权,授权
205832648U,2.01621E+11,2016.12.28,授权,授权
205832366U,2.01621E+11,2016.12.28,授权,授权
205839071U,2.01621E+11,2016.12.28,授权,授权
205832165U,2.01621E+11,2016.12.28,授权,授权
205831911U,2.01621E+11,2016.12.28,授权,授权
205832348U,2.01621E+11,2016.12.28,授权,授权
205832301U,2.01621E+11,2016.12.28,授权,授权
205847477U,2.01621E+11,2016.12.28,授权,授权
205847234U,2.01621E+11,2016.12.28,授权,授权
205835541U,2.01621E+11,2016.12.28,授权,授权
205838119U,2.01621E+11,2016.12.28,授权,授权
205834308U,201620635696.X,2016.12.28,授权,授权
205834891U,2.01621E+11,2016.12.28,授权,授权
205846334U,2.01621E+11,2016.12.28,授权,授权
205839502U,2.01621E+11,2016.12.28,授权,授权
205843913U,2.01621E+11,2016.12.28,授权,授权
205840432U,2.01621E+11,2016.12.28,授权,授权
205832367U,2.01621E+11,2016.12.28,授权,授权
205834121U,2.01621E+11,2016.12.28,授权,授权
205831107U,2.01621E+11,2016.12.28,授权,授权
205836025U,2.01621E+11,2016.12.28,授权,授权
205836026U,2.01621E+11,2016.12.28,授权,授权
205836599U,2.01621E+11,2016.12.28,授权,授权
205842188U,2.01621E+11,2016.12.28,授权,授权
205831344U,2.01621E+11,2016.12.28,授权,授权
205834061U,2.01621E+11,2016.12.28,授权,授权
205838385U,2.01621E+11,2016.12.28,授权,授权
205835420U,2.01621E+11,2016.12.28,授权,授权
205842334U,2.01621E+11,2016.12.28,授权,授权
205840154U,2.01621E+11,2016.12.28,授权,授权
205837265U,2.01621E+11,2016.12.28,授权,授权
205831138U,2.01621E+11,2016.12.28,授权,授权
205840234U,2.01621E+11,2016.12.28,授权,授权
205840150U,201620636442.X,2016.12.28,授权,授权
205840244U,2.01621E+11,2016.12.28,授权,授权
205840245U,2.01621E+11,2016.12.28,授权,授权
205840246U,2.01621E+11,2016.12.28,授权,授权
205840247U,2.01621E+11,2016.12.28,授权,授权
205840235U,2.01621E+11,2016.12.28,授权,授权
205840370U,2.01621E+11,2016.12.28,授权,授权
205831139U,2.01621E+11,2016.12.28,授权,授权
205833245U,2.01621E+11,2016.12.28,授权,授权
205838087U,2.01621E+11,2016.12.28,授权,授权
205839237U,2.01621E+11,2016.12.28,授权,授权
205845508U,2.01621E+11,2016.12.28,授权,授权
205838619U,2.01621E+11,2016.12.28,授权,授权
205838776U,2.01621E+11,2016.12.28,授权,授权
205836751U,2.01621E+11,2016.12.28,授权,授权
205842596U,2.01621E+11,2016.12.28,授权,授权
205837334U,2.01621E+11,2016.12.28,授权,授权
205838797U,2.01621E+11,2016.12.28,授权,授权
205836759U,2.01621E+11,2016.12.28,授权,授权
205837903U,2.01621E+11,2016.12.28,授权,授权
205838661U,2.01621E+11,2016.12.28,授权,授权
205839660U,201620637894.X,2016.12.28,授权,授权
205831209U,2.01621E+11,2016.12.28,授权,授权
205842199U,2.01621E+11,2016.12.28,授权,授权
205841557U,2.01621E+11,2016.12.28,授权,授权
205843803U,2.01621E+11,2016.12.28,授权,授权
205843175U,2.01621E+11,2016.12.28,授权,授权
205836476U,2.01621E+11,2016.12.28,授权,授权
205847615U,2.01621E+11,2016.12.28,授权,授权
205844121U,2.01621E+11,2016.12.28,授权,授权
205830562U,2.01621E+11,2016.12.28,授权,授权
205830563U,2.01621E+11,2016.12.28,授权,授权
205840084U,2.01621E+11,2016.12.28,授权,授权
205838777U,2.01621E+11,2016.12.28,授权,授权
205846329U,2.01621E+11,2016.12.28,授权,授权
205846082U,2.01621E+11,2016.12.28,授权,授权
205847289U,2.01621E+11,2016.12.28,授权,授权
205846452U,201620638626.X,2016.12.28,授权,授权
205844124U,2.01621E+11,2016.12.28,授权,授权
205843925U,2.01621E+11,2016.12.28,授权,授权
205843264U,201620638721.X,2016.12.28,授权,授权
205843496U,2.01621E+11,2016.12.28,授权,授权
205839547U,2.01621E+11,2016.12.28,授权,授权
205834325U,2.01621E+11,2016.12.28,授权,授权
205832644U,2.01621E+11,2016.12.28,授权,授权
205845288U,2.01621E+11,2016.12.28,授权,授权
205833357U,2.01621E+11,2016.12.28,授权,授权
205834781U,2.01621E+11,2016.12.28,授权,授权
205834246U,2.01621E+11,2016.12.28,授权,授权
205841228U,2.01621E+11,2016.12.28,授权,授权
205846049U,201620639450.X,2016.12.28,授权,授权
205842325U,2.01621E+11,2016.12.28,授权,授权
205838731U,2.01621E+11,2016.12.28,授权,授权
205845299U,2.01621E+11,2016.12.28,授权,授权
205838869U,2.01621E+11,2016.12.28,授权,授权
205837810U,2.01621E+11,2016.12.28,授权,授权
205839530U,2.01621E+11,2016.12.28,授权,授权
205840607U,2.01621E+11,2016.12.28,授权,授权
205844324U,2.01621E+11,2016.12.28,授权,授权
205842152U,2.01621E+11,2016.12.28,授权,授权
205835763U,2.01621E+11,2016.12.28,授权,授权
205840872U,2.01621E+11,2016.12.28,授权,授权
205831140U,2.01621E+11,2016.12.28,授权,授权
205843822U,2.01621E+11,2016.12.28,授权,授权
205840480U,2.01621E+11,2016.12.28,授权,授权
205840250U,2.01621E+11,2016.12.28,授权,授权
205832902U,2.01621E+11,2016.12.28,授权,授权
205835171U,2.01621E+11,2016.12.28,授权,授权
205835885U,2.01621E+11,2016.12.28,授权,授权
205834371U,2.01621E+11,2016.12.28,授权,授权
205832865U,2.01621E+11,2016.12.28,授权,授权
205840497U,2.01621E+11,2016.12.28,授权,授权
205840287U,2.01621E+11,2016.12.28,授权,授权
205847418U,2.01621E+11,2016.12.28,授权,授权
205833428U,2.01621E+11,2016.12.28,授权,授权
205840436U,2.01621E+11,2016.12.28,授权,授权
205839883U,2.01621E+11,2016.12.28,授权,授权
205839089U,2.01621E+11,2016.12.28,授权,授权
205839090U,2.01621E+11,2016.12.28,授权,授权
205844026U,2.01621E+11,2016.12.28,授权,授权
205830936U,201620640359.X,2016.12.28,授权,授权
205833597U,2.01621E+11,2016.12.28,授权,授权
205832559U,2.01621E+11,2016.12.28,授权,授权
205832560U,2.01621E+11,2016.12.28,授权,授权
205835635U,2.01621E+11,2016.12.28,授权,授权
205838684U,2.01621E+11,2016.12.28,授权,授权
205833753U,2.01621E+11,2016.12.28,授权,授权
205833779U,2.01621E+11,2016.12.28,授权,授权
205836175U,2.01621E+11,2016.12.28,授权,授权
205836451U,2.01621E+11,2016.12.28,授权,授权
205830833U,2.01621E+11,2016.12.28,授权,授权
205835268U,2.01621E+11,2016.12.28,授权,授权
205836501U,201620640743.X,2016.12.28,授权,授权
205830639U,201620640782.X,2016.12.28,授权,授权
205830312U,2.01621E+11,2016.12.28,授权,授权
205830640U,2.01621E+11,2016.12.28,授权,授权
205844581U,2.01621E+11,2016.12.28,授权,授权
205836643U,2.01621E+11,2016.12.28,授权,授权
205838428U,2.01621E+11,2016.12.28,授权,授权
205846573U,2.01621E+11,2016.12.28,授权,授权
205843588U,2.01621E+11,2016.12.28,授权,授权
205846017U,201620641095.X,2016.12.28,授权,授权
205843608U,2.01621E+11,2016.12.28,授权,授权
205845251U,2.01621E+11,2016.12.28,授权,授权
205840552U,2.01621E+11,2016.12.28,授权,授权
205834358U,2.01621E+11,2016.12.28,授权,授权
205834821U,2.01621E+11,2016.12.28,授权,授权
205839243U,201620641458.X,2016.12.28,授权,授权
205844107U,2.01621E+11,2016.12.28,授权,授权
205831131U,2.01621E+11,2016.12.28,授权,授权
205836548U,2.01621E+11,2016.12.28,授权,授权
205837574U,2.01621E+11,2016.12.28,授权,授权
205843276U,2.01621E+11,2016.12.28,授权,授权
205843244U,2.01621E+11,2016.12.28,授权,授权
205838759U,2.01621E+11,2016.12.28,授权,授权
205839545U,2.01621E+11,2016.12.28,授权,授权
205845300U,2.01621E+11,2016.12.28,授权,授权
205832987U,201620641761.X,2016.12.28,授权,授权
205844634U,201620641786.X,2016.12.28,授权,授权
205847125U,2.01621E+11,2016.12.28,授权,授权
205839548U,2.01621E+11,2016.12.28,授权,授权
205839180U,2.01621E+11,2016.12.28,授权,授权
205843290U,2.01621E+11,2016.12.28,授权,授权
205843282U,2.01621E+11,2016.12.28,授权,授权
205837329U,2.01621E+11,2016.12.28,授权,授权
205835832U,2.01621E+11,2016.12.28,授权,授权
205847692U,2.01621E+11,2016.12.28,授权,授权
205836340U,2.01621E+11,2016.12.28,授权,授权
205845276U,2.01621E+11,2016.12.28,授权,授权
205832731U,2.01621E+11,2016.12.28,授权,授权
205834645U,2.01621E+11,2016.12.28,授权,授权
205847056U,2.01621E+11,2016.12.28,授权,授权
205843581U,2.01621E+11,2016.12.28,授权,授权
205840979U,2.01621E+11,2016.12.28,授权,授权
205842914U,2.01621E+11,2016.12.28,授权,授权
205841441U,2.01621E+11,2016.12.28,授权,授权
205834782U,2.01621E+11,2016.12.28,授权,授权
205838988U,2.01621E+11,2016.12.28,授权,授权
205841780U,2.01621E+11,2016.12.28,授权,授权
205835847U,2.01621E+11,2016.12.28,授权,授权
205833415U,2.01621E+11,2016.12.28,授权,授权
205844451U,2.01621E+11,2016.12.28,授权,授权
205832685U,2.01621E+11,2016.12.28,授权,授权
205844452U,2.01621E+11,2016.12.28,授权,授权
205847216U,2.01621E+11,2016.12.28,授权,授权
205842852U,2.01621E+11,2016.12.28,授权,授权
205842265U,2.01621E+11,2016.12.28,授权,授权
205844582U,2.01621E+11,2016.12.28,授权,授权
205844391U,2.01621E+11,2016.12.28,授权,授权
205840392U,2.01621E+11,2016.12.28,授权,授权
205838560U,2.01621E+11,2016.12.28,授权,授权
205843520U,2.01621E+11,2016.12.28,授权,授权
205837369U,2.01621E+11,2016.12.28,授权,授权
205843190U,2.01621E+11,2016.12.28,授权,授权
205831772U,2.01621E+11,2016.12.28,授权,授权
205838439U,2.01621E+11,2016.12.28,授权,授权
205845303U,2.01621E+11,2016.12.28,授权,授权
205847240U,2.01621E+11,2016.12.28,授权,授权
205831826U,2.01621E+11,2016.12.28,授权,授权
205847631U,2.01621E+11,2016.12.28,授权,授权
205843292U,2.01621E+11,2016.12.28,授权,授权
205842951U,2.01621E+11,2016.12.28,授权,授权
205839554U,2.01621E+11,2016.12.28,授权,授权
205837124U,201620643487.X,2016.12.28,授权,授权
205835715U,2.01621E+11,2016.12.28,授权,授权
205845334U,201620643568.X,2016.12.28,授权,授权
205834387U,2.01621E+11,2016.12.28,授权,授权
205830718U,2.01621E+11,2016.12.28,授权,授权
205842952U,2.01621E+11,2016.12.28,授权,授权
205833663U,2.01621E+11,2016.12.28,授权,授权
205831371U,2.01621E+11,2016.12.28,授权,授权
205838662U,2.01621E+11,2016.12.28,授权,授权
205830803U,201620643737.X,2016.12.28,授权,授权
205832951U,2.01621E+11,2016.12.28,授权,授权
205846632U,201620643864.X,2016.12.28,授权,授权
205842479U,2.01621E+11,2016.12.28,授权,授权
205847390U,2.01621E+11,2016.12.28,授权,授权
205847239U,2.01621E+11,2016.12.28,授权,授权
205847621U,2.01621E+11,2016.12.28,授权,授权
205847620U,2.01621E+11,2016.12.28,授权,授权
205838085U,2.01621E+11,2016.12.28,授权,授权
205842603U,2.01621E+11,2016.12.28,授权,授权
205840969U,2.01621E+11,2016.12.28,授权,授权
205842670U,2.01621E+11,2016.12.28,授权,授权
205842671U,2.01621E+11,2016.12.28,授权,授权
205841772U,2.01621E+11,2016.12.28,授权,授权
205845793U,2.01621E+11,2016.12.28,授权,授权
205839652U,2.01621E+11,2016.12.28,授权,授权
205846972U,201620644321.X,2016.12.28,授权,授权
205841917U,2.01621E+11,2016.12.28,授权,授权
205841805U,2.01621E+11,2016.12.28,授权,授权
205841790U,2.01621E+11,2016.12.28,授权,授权
205843839U,201620644466.X,2016.12.28,授权,授权
205834713U,2.01621E+11,2016.12.28,授权,授权
205840053U,201620644473.X,2016.12.28,授权,授权
205843245U,2.01621E+11,2016.12.28,授权,授权
205835788U,2.01621E+11,2016.12.28,授权,授权
205846050U,2.01621E+11,2016.12.28,授权,授权
205832418U,2.01621E+11,2016.12.28,授权,授权
205837314U,2.01621E+11,2016.12.28,授权,授权
205835285U,2.01621E+11,2016.12.28,授权,授权
205836308U,2.01621E+11,2016.12.28,授权,授权
205832494U,2.01621E+11,2016.12.28,授权,授权
205834497U,2.01621E+11,2016.12.28,授权,授权
205841017U,2.01621E+11,2016.12.28,授权,授权
205844441U,2.01621E+11,2016.12.28,授权,授权
205844760U,2.01621E+11,2016.12.28,授权,授权
205844758U,2.01621E+11,2016.12.28,授权,授权
205838212U,2.01621E+11,2016.12.28,授权,授权
205847622U,201620644843.X,2016.12.28,授权,授权
205838388U,2.01621E+11,2016.12.28,授权,授权
205846876U,2.01621E+11,2016.12.28,授权,授权
205841135U,2.01621E+11,2016.12.28,授权,授权
205841155U,2.01621E+11,2016.12.28,授权,授权
205834017U,2.01621E+11,2016.12.28,授权,授权
205842030U,2.01621E+11,2016.12.28,授权,授权
205832630U,2.01621E+11,2016.12.28,授权,授权
205847708U,2.01621E+11,2016.12.28,授权,授权
205840472U,2.01621E+11,2016.12.28,授权,授权
205839653U,2.01621E+11,2016.12.28,授权,授权
205836396U,201620645163.X,2016.12.28,授权,授权
205840061U,2.01621E+11,2016.12.28,授权,授权
205840076U,2.01621E+11,2016.12.28,授权,授权
205847430U,201620645188.X,2016.12.28,授权,授权
205843365U,2.01621E+11,2016.12.28,授权,授权
205843364U,2.01621E+11,2016.12.28,授权,授权
205833191U,2.01621E+11,2016.12.28,授权,授权
205834050U,2.01621E+11,2016.12.28,授权,授权
205838265U,2.01621E+11,2016.12.28,授权,授权
205838358U,2.01621E+11,2016.12.28,授权,授权
205838384U,2.01621E+11,2016.12.28,授权,授权
205843372U,2.01621E+11,2016.12.28,授权,授权
205842315U,2.01621E+11,2016.12.28,授权,授权
205834379U,2.01621E+11,2016.12.28,授权,授权
205844948U,2.01621E+11,2016.12.28,授权,授权
205832981U,2.01621E+11,2016.12.28,授权,授权
205839361U,2.01621E+11,2016.12.28,授权,授权
205842994U,2.01621E+11,2016.12.28,授权,授权
205843760U,2.01621E+11,2016.12.28,授权,授权
205844163U,2.01621E+11,2016.12.28,授权,授权
205844140U,201620645854.X,2016.12.28,授权,授权
205843856U,2.01621E+11,2016.12.28,授权,授权
205837126U,2.01621E+11,2016.12.28,授权,授权
205840415U,2.01621E+11,2016.12.28,授权,授权
205840417U,2.01621E+11,2016.12.28,授权,授权
